Algorithm,Time Ran,Profit,Optional Profit,Tasks Scheduled,Required Tasks Scheduled,Optional Tasks Scheduled,Waiting Time,Working Time,Distance Traveled,Test Name,Available Tasks,Days,Average Duration of Tasks,Average Time Windows Per Task,Average Length of Time Windows,Available Release Tasks,VNS Incumbent Profit,intProg Optimal
TRI,300.0052490234375,5441.0,233.0,45,8,37,429.0,2359.0,1176,test_threeWindow_8.csv,64,3,58.015625,4.09375,146,0,,
IP,305.5584599971771,5456.0,248.0,48,8,40,298.0000000000441,2419.0,1236,test_threeWindow_8.csv,64,3,58.015625,4.09375,146,0,,False
GBOOBD,0.08008193969726562,82471.0,199.0,66,32,34,239.0,2520.0,1429,test_twoFiftySixTask_8.csv,256,3,60.8046875,3.1328125,210,0,,
GBOFRT,0.06404495239257812,82474.0,202.0,56,32,24,256.0,2525.0,1337,test_twoFiftySixTask_8.csv,256,3,60.8046875,3.1328125,210,0,,
GBOPOA,0.0652461051940918,82476.0,204.0,61,32,29,148.0,2587.0,1446,test_twoFiftySixTask_8.csv,256,3,60.8046875,3.1328125,210,0,,
GBOOBP,0.06333494186401367,82474.0,202.0,56,32,24,256.0,2525.0,1337,test_twoFiftySixTask_8.csv,256,3,60.8046875,3.1328125,210,0,,
GPC,1.272033929824829,15667.0,241.0,55,6,49,291.0,2511.0,1376,test_twoFiftySixTask_8.csv,256,3,60.8046875,3.1328125,210,0,,
Pulse,300.27069902420044,20790.0,222.0,50,8,42,142.0,2708.0,1314,test_twoFiftySixTask_8.csv,256,3,60.8046875,3.1328125,210,0,,
VNS,303.5738890171051,82483.0,211.0,63,32,31,64.0,2600.0,1448,test_twoFiftySixTask_8.csv,256,3,60.8046875,3.1328125,210,0,82476.0,
TRI,300.0492730140686,41359.0,223.0,62,16,46,266.0,2662.0,1276,test_twoFiftySixTask_8.csv,256,3,60.8046875,3.1328125,210,0,,
IP,485.5839068889618,7830.0,117.0,23,3,20,1657.9999999999968,1512.0,567,test_twoFiftySixTask_8.csv,256,3,60.8046875,3.1328125,210,0,,False
GBOOBD,0.027477025985717773,5351.0,143.0,34,8,26,441.0,2580.0,975,test_twoHundredFortyDuration_8.csv,64,3,105.9375,3.125,234,0,,
GBOFRT,0.008168935775756836,5371.0,163.0,33,8,25,561.0,2528.0,902,test_twoHundredFortyDuration_8.csv,64,3,105.9375,3.125,234,0,,
GBOPOA,0.008268117904663086,5359.0,151.0,33,8,25,445.0,2557.0,1063,test_twoHundredFortyDuration_8.csv,64,3,105.9375,3.125,234,0,,
GBOOBP,0.008118867874145508,5371.0,163.0,33,8,25,561.0,2528.0,902,test_twoHundredFortyDuration_8.csv,64,3,105.9375,3.125,234,0,,
GPC,0.0922231674194336,2763.0,159.0,33,4,29,664.0,2412.0,831,test_twoHundredFortyDuration_8.csv,64,3,105.9375,3.125,234,0,,
Pulse,300.1599509716034,4061.0,155.0,32,6,26,444.0,2563.0,826,test_twoHundredFortyDuration_8.csv,64,3,105.9375,3.125,234,0,,
VNS,302.03175711631775,5380.0,172.0,36,8,28,163.0,2789.0,939,test_twoHundredFortyDuration_8.csv,64,3,105.9375,3.125,234,0,5371.0,
TRI,300.0065519809723,5366.0,158.0,35,8,27,409.0,2498.0,1064,test_twoHundredFortyDuration_8.csv,64,3,105.9375,3.125,234,0,,
IP,307.531044960022,5390.0,182.0,36,8,28,239.99999999999955,2846.0,1012,test_twoHundredFortyDuration_8.csv,64,3,105.9375,3.125,234,0,,False
GBOOBD,0.0540008544921875,5298.0,90.0,26,8,18,722.0,1574.0,1587,test_twoHundredFortyLocation_8.csv,64,3,67.59375,3.03125,220,0,,
GBOFRT,0.007319927215576172,5309.0,101.0,20,8,12,606.0,1259.0,1855,test_twoHundredFortyLocation_8.csv,64,3,67.59375,3.03125,220,0,,
GBOPOA,0.00704193115234375,5309.0,101.0,21,8,13,435.0,1436.0,1964,test_twoHundredFortyLocation_8.csv,64,3,67.59375,3.03125,220,0,,
GBOOBP,0.007400989532470703,5309.0,101.0,20,8,12,606.0,1259.0,1855,test_twoHundredFortyLocation_8.csv,64,3,67.59375,3.03125,220,0,,
GPC,0.0507960319519043,1382.0,80.0,20,2,18,410.0,1421.0,1702,test_twoHundredFortyLocation_8.csv,64,3,67.59375,3.03125,220,0,,
Pulse,300.1211380958557,3363.0,108.0,21,5,16,270.0,1174.0,2102,test_twoHundredFortyLocation_8.csv,64,3,67.59375,3.03125,220,0,,
VNS,302.63274478912354,5323.0,115.0,24,8,16,132.0,1407.0,2136,test_twoHundredFortyLocation_8.csv,64,3,67.59375,3.03125,220,0,5309.0,
TRI,300.0045120716095,5289.0,81.0,25,8,17,523.0,1667.0,1702,test_twoHundredFortyLocation_8.csv,64,3,67.59375,3.03125,220,0,,
IP,305.4961910247803,5338.0,130.0,26,8,18,112.00000000000136,1744.0,2043,test_twoHundredFortyLocation_8.csv,64,3,67.59375,3.03125,220,0,,False
GBOOBD,0.03276991844177246,269.0,269.0,44,0,44,286.0,2602.0,1198,test_zeroRequired_8.csv,64,3,67.5625,2.984375,215,0,,
GBOFRT,0.009014129638671875,292.0,292.0,41,0,41,436.0,2510.0,1179,test_zeroRequired_8.csv,64,3,67.5625,2.984375,215,0,,
GBOPOA,0.008973121643066406,272.0,272.0,40,0,40,653.0,2476.0,983,test_zeroRequired_8.csv,64,3,67.5625,2.984375,215,0,,
GBOOBP,0.009045839309692383,292.0,292.0,41,0,41,436.0,2510.0,1179,test_zeroRequired_8.csv,64,3,67.5625,2.984375,215,0,,
GPC,0.12044596672058105,225.0,225.0,40,0,40,493.0,2302.0,1129,test_zeroRequired_8.csv,64,3,67.5625,2.984375,215,0,,
Pulse,300.0752649307251,184.0,184.0,28,0,28,931.0,1683.0,736,test_zeroRequired_8.csv,64,3,67.5625,2.984375,215,0,,
VNS,303.3677430152893,293.0,293.0,42,0,42,134.0,2583.0,1200,test_zeroRequired_8.csv,64,3,67.5625,2.984375,215,0,292.0,
TRI,300.00445103645325,269.0,269.0,43,0,43,438.0,2606.0,1089,test_zeroRequired_8.csv,64,3,67.5625,2.984375,215,0,,
IP,305.53060388565063,304.0,304.0,45,0,45,147.00000000000705,2886.0,1195,test_zeroRequired_8.csv,64,3,67.5625,2.984375,215,0,,False
GBOOBD,0.06692290306091309,5402.0,194.0,45,8,37,118.0,2772.0,1138,test_baseline_9.csv,64,3,66.390625,3.0625,225,0,,
GBOFRT,0.008933067321777344,5429.0,221.0,40,8,32,566.0,2348.0,1133,test_baseline_9.csv,64,3,66.390625,3.0625,225,0,,
GBOPOA,0.008030891418457031,5409.0,201.0,40,8,32,525.0,2289.0,1086,test_baseline_9.csv,64,3,66.390625,3.0625,225,0,,
GBOOBP,0.008736848831176758,5429.0,221.0,40,8,32,566.0,2348.0,1133,test_baseline_9.csv,64,3,66.390625,3.0625,225,0,,
GPC,0.11018204689025879,2789.0,185.0,38,4,34,904.0,2088.0,960,test_baseline_9.csv,64,3,66.390625,3.0625,225,0,,
Pulse,300.08220982551575,4745.0,188.0,39,7,32,466.0,2486.0,1041,test_baseline_9.csv,64,3,66.390625,3.0625,225,0,,
VNS,302.55003690719604,5436.0,228.0,44,8,36,75.0,2646.0,1228,test_baseline_9.csv,64,3,66.390625,3.0625,225,0,5429.0,
TRI,300.0033209323883,5437.0,229.0,46,8,38,545.0,2456.0,1083,test_baseline_9.csv,64,3,66.390625,3.0625,225,0,,
IP,305.6034779548645,5435.0,227.0,47,8,39,176.00000000000838,2815.0,1196,test_baseline_9.csv,64,3,66.390625,3.0625,225,0,,False
GBOOBD,0.08279991149902344,5501.0,293.0,60,8,52,1058.0,3552.0,1582,test_fiveDay_9.csv,64,5,61.703125,4.484375,213,0,,
GBOFRT,0.008805036544799805,5497.0,289.0,56,8,48,1324.0,3430.0,1207,test_fiveDay_9.csv,64,5,61.703125,4.484375,213,0,,
GBOPOA,0.008598089218139648,5512.0,304.0,59,8,51,1107.0,3521.0,1324,test_fiveDay_9.csv,64,5,61.703125,4.484375,213,0,,
GBOOBP,0.00874185562133789,5497.0,289.0,56,8,48,1324.0,3430.0,1207,test_fiveDay_9.csv,64,5,61.703125,4.484375,213,0,,
GPC,0.15998601913452148,4192.0,286.0,57,6,51,1466.0,3452.0,1506,test_fiveDay_9.csv,64,5,61.703125,4.484375,213,0,,
Pulse,300.1273510456085,4865.0,308.0,62,7,55,1089.0,3840.0,1716,test_fiveDay_9.csv,64,5,61.703125,4.484375,213,0,,
VNS,302.7658669948578,5515.0,307.0,61,8,53,745.0,3694.0,1351,test_fiveDay_9.csv,64,5,61.703125,4.484375,213,0,5512.0,
TRI,300.0061888694763,5518.0,310.0,62,8,54,1130.0,3780.0,1466,test_fiveDay_9.csv,64,5,61.703125,4.484375,213,0,,
IP,112.65484189987183,5520.0,312.0,64,8,56,957.0000000000057,3949.0,1689,test_fiveDay_9.csv,64,5,61.703125,4.484375,213,0,,True
GBOOBD,0.05754899978637695,5233.0,25.0,17,8,9,14.0,937.0,389,test_oneDay_9.csv,64,1,71.421875,1.515625,212,0,,
GBOFRT,0.007021903991699219,5261.0,53.0,15,8,7,40.0,859.0,418,test_oneDay_9.csv,64,1,71.421875,1.515625,212,0,,
GBOPOA,0.006546974182128906,4606.0,49.0,14,7,7,36.0,894.0,387,test_oneDay_9.csv,64,1,71.421875,1.515625,212,0,,
GBOOBP,0.007003068923950195,5261.0,53.0,15,8,7,40.0,859.0,418,test_oneDay_9.csv,64,1,71.421875,1.515625,212,0,,
GPC,0.06319189071655273,1389.0,87.0,17,2,15,144.0,828.0,319,test_oneDay_9.csv,64,1,71.421875,1.515625,212,0,,
Pulse,300.1742351055145,2054.0,101.0,18,3,15,87.0,858.0,409,test_oneDay_9.csv,64,1,71.421875,1.515625,212,0,,
VNS,303.8098750114441,5264.0,56.0,17,8,9,1.0,866.0,445,test_oneDay_9.csv,64,1,71.421875,1.515625,212,0,5261.0,
TRI,300.0061938762665,3973.0,67.0,18,6,12,115.0,833.0,436,test_oneDay_9.csv,64,1,71.421875,1.515625,212,0,,
IP,302.01560497283936,3987.0,81.0,18,6,12,89.00000000000004,868.0,409,test_oneDay_9.csv,64,1,71.421875,1.515625,212,0,,False
GBOOBD,0.03864097595214844,54032.0,2024.0,45,8,37,189.0,2343.0,1322,test_oneHundredPriority_9.csv,64,3,66.203125,3.34375,212,0,,
GBOFRT,0.009083032608032227,54394.0,2386.0,41,8,33,457.0,2496.0,1057,test_oneHundredPriority_9.csv,64,3,66.203125,3.34375,212,0,,
GBOPOA,0.00943899154663086,54287.0,2279.0,40,8,32,529.0,2292.0,1161,test_oneHundredPriority_9.csv,64,3,66.203125,3.34375,212,0,,
GBOOBP,0.009050130844116211,54394.0,2386.0,41,8,33,457.0,2496.0,1057,test_oneHundredPriority_9.csv,64,3,66.203125,3.34375,212,0,,
GPC,0.11834096908569336,40952.0,1946.0,40,6,34,526.0,2244.0,1077,test_oneHundredPriority_9.csv,64,3,66.203125,3.34375,212,0,,
Pulse,300.0616970062256,27301.0,1297.0,25,4,21,1222.0,1399.0,691,test_oneHundredPriority_9.csv,64,3,66.203125,3.34375,212,0,,
VNS,301.702898979187,54428.0,2420.0,43,8,35,291.0,2539.0,1068,test_oneHundredPriority_9.csv,64,3,66.203125,3.34375,212,0,54394.0,
TRI,300.008043050766,54226.0,2218.0,44,8,36,379.0,2481.0,1116,test_oneHundredPriority_9.csv,64,3,66.203125,3.34375,212,0,,
IP,305.57857489585876,33343.0,838.0,20,5,15,2392.9999999999964,1078.0,524,test_oneHundredPriority_9.csv,64,3,66.203125,3.34375,212,0,,False
GBOOBD,0.05575299263000488,5375.0,167.0,35,8,27,403.0,2220.0,1521,test_oneHundredTwentyLocation_9.csv,64,3,66.28125,2.8125,214,0,,
GBOFRT,0.007923126220703125,5387.0,179.0,31,8,23,480.0,1967.0,1362,test_oneHundredTwentyLocation_9.csv,64,3,66.28125,2.8125,214,0,,
GBOPOA,0.008031845092773438,5395.0,187.0,34,8,26,518.0,1829.0,1522,test_oneHundredTwentyLocation_9.csv,64,3,66.28125,2.8125,214,0,,
GBOOBP,0.007887125015258789,5387.0,179.0,31,8,23,480.0,1967.0,1362,test_oneHundredTwentyLocation_9.csv,64,3,66.28125,2.8125,214,0,,
GPC,0.0911409854888916,2773.0,169.0,32,4,28,389.0,1917.0,1629,test_oneHundredTwentyLocation_9.csv,64,3,66.28125,2.8125,214,0,,
Pulse,300.1614339351654,4727.0,170.0,35,7,28,188.0,2036.0,1676,test_oneHundredTwentyLocation_9.csv,64,3,66.28125,2.8125,214,0,,
VNS,302.35709500312805,5413.0,205.0,38,8,30,191.0,2061.0,1563,test_oneHundredTwentyLocation_9.csv,64,3,66.28125,2.8125,214,0,5395.0,
TRI,300.0046761035919,5393.0,185.0,35,8,27,391.0,2191.0,1503,test_oneHundredTwentyLocation_9.csv,64,3,66.28125,2.8125,214,0,,
IP,305.44399905204773,5421.0,213.0,39,8,31,192.00000000000023,2050.0,1729,test_oneHundredTwentyLocation_9.csv,64,3,66.28125,2.8125,214,0,,False
GBOOBD,0.04600882530212402,565.0,37.0,45,8,37,165.0,2448.0,1271,test_onePriority_9.csv,64,3,61.453125,3.046875,207,0,,
GBOFRT,0.009683847427368164,565.0,37.0,45,8,37,165.0,2448.0,1271,test_onePriority_9.csv,64,3,61.453125,3.046875,207,0,,
GBOPOA,0.00934600830078125,561.0,33.0,41,8,33,437.0,2229.0,1314,test_onePriority_9.csv,64,3,61.453125,3.046875,207,0,,
GBOOBP,0.009323835372924805,565.0,37.0,45,8,37,165.0,2448.0,1271,test_onePriority_9.csv,64,3,61.453125,3.046875,207,0,,
GPC,0.11807703971862793,431.0,35.0,41,6,35,507.0,2201.0,1163,test_onePriority_9.csv,64,3,61.453125,3.046875,207,0,,
Pulse,300.0989029407501,435.0,39.0,45,6,39,328.0,2395.0,1303,test_onePriority_9.csv,64,3,61.453125,3.046875,207,0,,
VNS,302.7174880504608,565.0,37.0,45,8,37,66.0,2448.0,1271,test_onePriority_9.csv,64,3,61.453125,3.046875,207,0,565.0,
TRI,300.0036869049072,567.0,39.0,47,8,39,406.0,2500.0,1077,test_onePriority_9.csv,64,3,61.453125,3.046875,207,0,,
IP,305.40086698532104,567.0,39.0,47,8,39,293.9999999999916,2474.0,1160,test_onePriority_9.csv,64,3,61.453125,3.046875,207,0,,False
GBOOBD,0.08089303970336914,20884.0,228.0,59,16,43,263.0,2483.0,1402,test_oneTwentyEightTask_9.csv,128,3,59.6171875,3.1015625,210,0,,
GBOFRT,0.025361061096191406,20932.0,276.0,52,16,36,302.0,2393.0,1373,test_oneTwentyEightTask_9.csv,128,3,59.6171875,3.1015625,210,0,,
GBOPOA,0.024550914764404297,20912.0,256.0,52,16,36,287.0,2513.0,1266,test_oneTwentyEightTask_9.csv,128,3,59.6171875,3.1015625,210,0,,
GBOOBP,0.025115966796875,20932.0,276.0,52,16,36,302.0,2393.0,1373,test_oneTwentyEightTask_9.csv,128,3,59.6171875,3.1015625,210,0,,
GPC,0.4678158760070801,7969.0,223.0,50,6,44,287.0,2488.0,1378,test_oneTwentyEightTask_9.csv,128,3,59.6171875,3.1015625,210,0,,
Pulse,300.1455750465393,10521.0,193.0,45,8,37,335.0,2463.0,1181,test_oneTwentyEightTask_9.csv,128,3,59.6171875,3.1015625,210,0,,
VNS,302.7621228694916,20936.0,280.0,53,16,37,153.0,2408.0,1391,test_oneTwentyEightTask_9.csv,128,3,59.6171875,3.1015625,210,0,20932.0,
TRI,300.01542687416077,18289.0,215.0,56,14,42,363.0,2382.0,1231,test_oneTwentyEightTask_9.csv,128,3,59.6171875,3.1015625,210,0,,
IP,330.1097660064697,9214.0,177.0,38,7,31,303.9999999999909,2036.0,1106,test_oneTwentyEightTask_9.csv,128,3,59.6171875,3.1015625,210,0,,False
GBOOBD,0.050974130630493164,5383.0,175.0,43,8,35,447.0,2280.0,1215,test_oneWindow_9.csv,64,3,59.796875,2.203125,195,0,,
GBOFRT,0.007910966873168945,5418.0,210.0,37,8,29,720.0,2159.0,941,test_oneWindow_9.csv,64,3,59.796875,2.203125,195,0,,
GBOPOA,0.007885932922363281,5420.0,212.0,38,8,30,659.0,2018.0,1112,test_oneWindow_9.csv,64,3,59.796875,2.203125,195,0,,
GBOOBP,0.007809877395629883,5418.0,210.0,37,8,29,720.0,2159.0,941,test_oneWindow_9.csv,64,3,59.796875,2.203125,195,0,,
GPC,0.10413694381713867,3448.0,193.0,38,5,33,573.0,2182.0,916,test_oneWindow_9.csv,64,3,59.796875,2.203125,195,0,,
Pulse,300.1470510959625,5386.0,178.0,39,8,31,603.0,2260.0,969,test_oneWindow_9.csv,64,3,59.796875,2.203125,195,0,,
VNS,301.99210500717163,5446.0,238.0,44,8,36,176.0,2393.0,1161,test_oneWindow_9.csv,64,3,59.796875,2.203125,195,0,5420.0,
TRI,300.00744104385376,5408.0,200.0,42,8,34,323.0,2490.0,941,test_oneWindow_9.csv,64,3,59.796875,2.203125,195,0,,
IP,305.67201805114746,5469.0,261.0,48,8,40,211.99999999999858,2662.0,1183,test_oneWindow_9.csv,64,3,59.796875,2.203125,195,0,,False
GBOOBD,0.02563309669494629,5511.0,303.0,63,8,55,2102.0,4246.0,1871,test_sevenDay_9.csv,64,7,68.109375,6.203125,219,0,,
GBOFRT,0.010793209075927734,5502.0,294.0,61,8,53,2543.0,4113.0,1749,test_sevenDay_9.csv,64,7,68.109375,6.203125,219,0,,
GBOPOA,0.010330915451049805,5503.0,295.0,62,8,54,1989.0,4211.0,1709,test_sevenDay_9.csv,64,7,68.109375,6.203125,219,0,,
GBOOBP,0.010830879211425781,5502.0,294.0,61,8,53,2543.0,4113.0,1749,test_sevenDay_9.csv,64,7,68.109375,6.203125,219,0,,
GPC,0.1616511344909668,4831.0,274.0,59,7,52,1927.0,3947.0,1725,test_sevenDay_9.csv,64,7,68.109375,6.203125,219,0,,
Pulse,300.62383699417114,5511.0,303.0,63,8,55,1600.0,4261.0,1844,test_sevenDay_9.csv,64,7,68.109375,6.203125,219,0,,
VNS,302.78618597984314,5511.0,303.0,63,8,55,1432.0,4246.0,1871,test_sevenDay_9.csv,64,7,68.109375,6.203125,219,0,5511.0,
TRI,300.0083200931549,5512.0,304.0,64,8,56,1581.0,4359.0,1724,test_sevenDay_9.csv,64,7,68.109375,6.203125,219,0,,
IP,127.3422520160675,5512.0,304.0,64,8,56,2838.0000000000095,4359.0,1562,test_sevenDay_9.csv,64,7,68.109375,6.203125,219,0,,True
GBOOBD,0.059339046478271484,4720.0,163.0,39,7,32,541.0,2006.0,1256,test_sixteenDependencies_9.csv,64,3,59.84375,2.546875,223,16,,
GBOFRT,0.007122993469238281,5387.0,179.0,39,8,31,678.0,2179.0,904,test_sixteenDependencies_9.csv,64,3,59.84375,2.546875,223,16,,
GBOPOA,0.006203889846801758,4721.0,164.0,36,7,29,994.0,1946.0,1063,test_sixteenDependencies_9.csv,64,3,59.84375,2.546875,223,16,,
GBOOBP,0.0067141056060791016,4732.0,175.0,37,7,30,781.0,2065.0,962,test_sixteenDependencies_9.csv,64,3,59.84375,2.546875,223,16,,
GPC,0.09766292572021484,4703.0,146.0,38,7,31,720.0,2159.0,942,test_sixteenDependencies_9.csv,64,3,59.84375,2.546875,223,16,,
Pulse,300.10528922080994,4029.0,123.0,28,6,22,1385.0,1675.0,747,test_sixteenDependencies_9.csv,64,3,59.84375,2.546875,223,16,,
VNS,304.66907000541687,5420.0,212.0,45,8,37,298.0,2341.0,1102,test_sixteenDependencies_9.csv,64,3,59.84375,2.546875,223,16,4732.0,
TRI,300.0057158470154,5390.0,182.0,40,8,32,492.0,2385.0,1008,test_sixteenDependencies_9.csv,64,3,59.84375,2.546875,223,16,,
IP,305.51034808158875,5427.0,219.0,48,8,40,109.00000000000367,2630.0,1261,test_sixteenDependencies_9.csv,64,3,59.84375,2.546875,223,16,,False
GBOOBD,0.031323909759521484,10588.0,172.0,48,16,32,453.0,2335.0,1176,test_sixteenRequired_9.csv,64,3,54.21875,3.375,209,0,,
GBOFRT,0.009248971939086914,10617.0,201.0,48,16,32,534.0,2294.0,1163,test_sixteenRequired_9.csv,64,3,54.21875,3.375,209,0,,
GBOPOA,0.009073019027709961,10626.0,210.0,49,16,33,397.0,2390.0,1219,test_sixteenRequired_9.csv,64,3,54.21875,3.375,209,0,,
GBOOBP,0.009148120880126953,10617.0,201.0,48,16,32,534.0,2294.0,1163,test_sixteenRequired_9.csv,64,3,54.21875,3.375,209,0,,
GPC,0.11748909950256348,7993.0,181.0,42,12,30,540.0,2230.0,1228,test_sixteenRequired_9.csv,64,3,54.21875,3.375,209,0,,
Pulse,300.15532517433167,9929.0,164.0,43,15,28,568.0,2151.0,1240,test_sixteenRequired_9.csv,64,3,54.21875,3.375,209,0,,
VNS,302.69130086898804,10638.0,222.0,51,16,35,188.0,2467.0,1274,test_sixteenRequired_9.csv,64,3,54.21875,3.375,209,0,10626.0,
TRI,300.0087511539459,10614.0,198.0,50,16,34,376.0,2435.0,1229,test_sixteenRequired_9.csv,64,3,54.21875,3.375,209,0,,
IP,305.48109889030457,10637.0,221.0,53,16,37,196.0,2560.0,1402,test_sixteenRequired_9.csv,64,3,54.21875,3.375,209,0,,False
GBOOBD,0.05477499961853027,415.0,73.0,16,2,14,1595.0,799.0,505,test_sixteenTask_9.csv,16,3,49.9375,2.5625,210,0,,
GBOFRT,0.0010631084442138672,411.0,69.0,15,2,13,1038.0,715.0,506,test_sixteenTask_9.csv,16,3,49.9375,2.5625,210,0,,
GBOPOA,0.0009889602661132812,411.0,69.0,15,2,13,1038.0,715.0,506,test_sixteenTask_9.csv,16,3,49.9375,2.5625,210,0,,
GBOOBP,0.0010530948638916016,411.0,69.0,15,2,13,1038.0,715.0,506,test_sixteenTask_9.csv,16,3,49.9375,2.5625,210,0,,
GPC,0.0040018558502197266,411.0,69.0,15,2,13,1008.0,715.0,458,test_sixteenTask_9.csv,16,3,49.9375,2.5625,210,0,,
Pulse,0.8239760398864746,369.0,27.0,6,2,4,390.0,162.0,181,test_sixteenTask_9.csv,16,3,49.9375,2.5625,210,0,,
VNS,301.8174591064453,415.0,73.0,16,2,14,1047.0,799.0,505,test_sixteenTask_9.csv,16,3,49.9375,2.5625,210,0,415.0,
TRI,300.0009489059448,415.0,73.0,16,2,14,958.0,799.0,533,test_sixteenTask_9.csv,16,3,49.9375,2.5625,210,0,,
IP,0.5084719657897949,415.0,73.0,16,2,14,1341.9999999999936,799.0,512,test_sixteenTask_9.csv,16,3,49.9375,2.5625,210,0,,True
GBOOBD,0.0243988037109375,5492.0,284.0,56,8,48,451.0,1861.0,1578,test_sixtyDuration_9.csv,64,3,32.875,2.9375,199,0,,
GBOFRT,0.008506059646606445,5496.0,288.0,50,8,42,893.0,1580.0,1417,test_sixtyDuration_9.csv,64,3,32.875,2.9375,199,0,,
GBOPOA,0.007604122161865234,5506.0,298.0,53,8,45,633.0,1734.0,1428,test_sixtyDuration_9.csv,64,3,32.875,2.9375,199,0,,
GBOOBP,0.008515119552612305,5496.0,288.0,50,8,42,893.0,1580.0,1417,test_sixtyDuration_9.csv,64,3,32.875,2.9375,199,0,,
GPC,0.14371109008789062,5487.0,279.0,55,8,47,807.0,1722.0,1307,test_sixtyDuration_9.csv,64,3,32.875,2.9375,199,0,,
Pulse,300.1183271408081,4723.0,166.0,36,7,29,1274.0,1006.0,946,test_sixtyDuration_9.csv,64,3,32.875,2.9375,199,0,,
VNS,305.96990394592285,5512.0,304.0,56,8,48,384.0,1799.0,1506,test_sixtyDuration_9.csv,64,3,32.875,2.9375,199,0,5506.0,
TRI,300.00457286834717,5520.0,312.0,59,8,51,456.0,1908.0,1756,test_sixtyDuration_9.csv,64,3,32.875,2.9375,199,0,,
IP,306.97409296035767,5523.0,315.0,59,8,51,535.9999999999986,1917.0,1659,test_sixtyDuration_9.csv,64,3,32.875,2.9375,199,0,,False
GBOOBD,0.03678297996520996,5414.0,206.0,45,8,37,273.0,2351.0,1169,test_sixtyFourConsistent_9.csv,64,3,61.859375,4.59375,198,0,,
GBOFRT,0.010502099990844727,5441.0,233.0,42,8,34,204.0,2394.0,1218,test_sixtyFourConsistent_9.csv,64,3,61.859375,4.59375,198,0,,
GBOPOA,0.010521888732910156,5437.0,229.0,43,8,35,473.0,2286.0,1128,test_sixtyFourConsistent_9.csv,64,3,61.859375,4.59375,198,0,,
GBOOBP,0.010498046875,5441.0,233.0,42,8,34,204.0,2394.0,1218,test_sixtyFourConsistent_9.csv,64,3,61.859375,4.59375,198,0,,
GPC,0.13863801956176758,3455.0,200.0,43,5,38,531.0,2114.0,1246,test_sixtyFourConsistent_9.csv,64,3,61.859375,4.59375,198,0,,
Pulse,75.24253702163696,0,0,0,0,0,0,0,0,test_sixtyFourConsistent_9.csv,64,3,61.859375,4.59375,198,0,,
VNS,302.493243932724,5447.0,239.0,44,8,36,64.0,2554.0,1218,test_sixtyFourConsistent_9.csv,64,3,61.859375,4.59375,198,0,5441.0,
TRI,300.00430703163147,5416.0,208.0,46,8,38,284.0,2433.0,1246,test_sixtyFourConsistent_9.csv,64,3,61.859375,4.59375,198,0,,
IP,305.44920206069946,5413.0,205.0,40,8,32,290.0000000000009,2188.0,1095,test_sixtyFourConsistent_9.csv,64,3,61.859375,4.59375,198,0,,False
GBOOBD,0.055419921875,5458.0,250.0,52,8,44,290.0,2821.0,796,test_thirtyLocation_9.csv,64,3,57.828125,3.375,215,0,,
GBOFRT,0.008496999740600586,5470.0,262.0,49,8,41,528.0,2662.0,728,test_thirtyLocation_9.csv,64,3,57.828125,3.375,215,0,,
GBOPOA,0.008810997009277344,5469.0,261.0,50,8,42,507.0,2618.0,807,test_thirtyLocation_9.csv,64,3,57.828125,3.375,215,0,,
GBOOBP,0.008476018905639648,5470.0,262.0,49,8,41,528.0,2662.0,728,test_thirtyLocation_9.csv,64,3,57.828125,3.375,215,0,,
GPC,0.1484987735748291,5463.0,255.0,52,8,44,332.0,2764.0,766,test_thirtyLocation_9.csv,64,3,57.828125,3.375,215,0,,
Pulse,300.0940661430359,4138.0,232.0,44,6,38,759.0,2357.0,702,test_thirtyLocation_9.csv,64,3,57.828125,3.375,215,0,,
VNS,302.00463104248047,5475.0,267.0,52,8,44,200.0,2832.0,802,test_thirtyLocation_9.csv,64,3,57.828125,3.375,215,0,5470.0,
TRI,300.00555419921875,5486.0,278.0,54,8,46,364.0,2942.0,741,test_thirtyLocation_9.csv,64,3,57.828125,3.375,215,0,,
IP,305.5228569507599,5482.0,274.0,54,8,46,356.9999999999996,2911.0,814,test_thirtyLocation_9.csv,64,3,57.828125,3.375,215,0,,False
GBOOBD,0.06544899940490723,5466.0,258.0,50,8,42,384.0,2423.0,1134,test_thirtyTwoConsistent_9.csv,64,3,55.265625,3.609375,208,0,,
GBOFRT,0.009872913360595703,5487.0,279.0,47,8,39,602.0,2252.0,1059,test_thirtyTwoConsistent_9.csv,64,3,55.265625,3.609375,208,0,,
GBOPOA,0.010280132293701172,5471.0,263.0,46,8,38,633.0,2130.0,1149,test_thirtyTwoConsistent_9.csv,64,3,55.265625,3.609375,208,0,,
GBOOBP,0.00963592529296875,5487.0,279.0,47,8,39,602.0,2252.0,1059,test_thirtyTwoConsistent_9.csv,64,3,55.265625,3.609375,208,0,,
GPC,0.13200902938842773,4137.0,231.0,45,6,39,619.0,2074.0,1253,test_thirtyTwoConsistent_9.csv,64,3,55.265625,3.609375,208,0,,
Pulse,300.13155794143677,2816.0,212.0,37,4,33,781.0,1683.0,1110,test_thirtyTwoConsistent_9.csv,64,3,55.265625,3.609375,208,0,,
VNS,302.0970859527588,5491.0,283.0,49,8,41,148.0,2350.0,1194,test_thirtyTwoConsistent_9.csv,64,3,55.265625,3.609375,208,0,5487.0,
